Point ID,alphat,arc_length,epsilon,k,nut,p,p_rgh,Points_0,Points_1,Points_2,Points_Magnitude,T,U_0,U_1,U_2,U_Magnitude,vtkValidPointMask
197,0,0.04728,1476.85,1.00916,0,1.1283,1.1283,0.04728,0,0.001,0.0472906,314.68,0,0,0,0,1
198,0,0.04752,1472.09,1.00342,0,1.13164,1.13164,0.04752,0,0.001,0.0475305,314.773,0,0,0,0,1
199,0,0.04776,1467.33,0.997678,0,1.13499,1.13499,0.04776,0,0.001,0.0477705,314.867,0,0,0,0,1
200,0,0.048,1462.57,0.991938,0,1.13833,1.13833,0.048,0,0.001,0.0480104,314.961,0,0,0,0,1
201,0,0.04824,1458.22,0.986745,0,1.14148,1.14148,0.04824,0,0.001,0.0482504,315.054,0,0,0,0,1
202,0,0.04848,1453.87,0.981553,0,1.14462,1.14462,0.04848,0,0.001,0.0484903,315.147,0,0,0,0,1
203,0,0.04872,1449.52,0.97636,0,1.14777,1.14777,0.04872,0,0.001,0.0487303,315.24,0,0,0,0,1
204,0,0.04896,1445.17,0.971168,0,1.15091,1.15091,0.04896,0,0.001,0.0489702,315.334,0,0,0,0,1
205,0,0.0492,1440.99,0.966194,0,1.15398,1.15398,0.0492,0,0.001,0.0492102,315.427,0,0,0,0,1
206,0,0.04944,1437,0.961482,0,1.15695,1.15695,0.04944,0,0.001,0.0494501,315.52,0,0,0,0,1
207,0,0.04968,1433.02,0.95677,0,1.15992,1.15992,0.04968,0,0.001,0.0496901,315.613,0,0,0,0,1
208,0,0.04992,1429.03,0.952058,0,1.16289,1.16289,0.04992,0,0.001,0.04993,315.706,0,0,0,0,1
209,0,0.05016,1425.04,0.947346,0,1.16586,1.16586,0.05016,0,0.001,0.05017,315.799,0,0,0,0,1
210,0,0.0504,1421.35,0.94302,0,1.1687,1.1687,0.0504,0,0.001,0.0504099,315.891,0,0,0,0,1
211,0,0.05064,1417.69,0.938731,0,1.17152,1.17152,0.05064,0,0.001,0.0506499,315.984,0,0,0,0,1
